김밥덕후,Gimbap Deokhu,Campus Town,김치우동,Kimchi udon,,우동,우동,Japanese,5500,3,1,3,밀가루,1,1,1,70
김밥덕후,Gimbap Deokhu,Campus Town,육개장,Yukgaejang,Spicy Beef Soup,매운국물,육개장,Korean,8000,3,1,3,소고기,0,1,0,71
김밥덕후,Gimbap Deokhu,Campus Town,잔치국수,Janchiguksu,Soup Noodles,국수,잔치국수,Korean,5500,2,1,3,밀가루,1,1,1,72
김밥덕후,Gimbap Deokhu,Campus Town,제육덮밥,Jeyuk deopbap,Stir Fried Spicy Pork Rice Bowl ,덮밥,제육덮밥,Korean,7500,3,1,4,돼지고기,0,0,1,73
김밥덕후,Gimbap Deokhu,Campus Town,김치제육돌솥,Kimchi jeyuk dolsot,Kimchi and Spicy Pork Stone Bowl,덮밥,제육덮밥,Korean,7500,3,1,3,돼지고기,0,0,1,74
김밥덕후,Gimbap Deokhu,Campus Town,오징어 제육 덮밥,Ojingeo jeyuk deopbap,Octopus and Spicy Pork Rice Bowl,덮밥,제육덮밥,Korean,8000,3,1,4,돼지고기,0,1,1,75
김밥덕후,Gimbap Deokhu,Campus Town,칼국수,Kalguksu,Soup Noodles,국수,칼국수,Korean,7000,3,1,3,면,0,1,1,76
김밥덕후,Gimbap Deokhu,Campus Town,김치칼국수,Kimchi kalguksu,Kimchi Soup Noodles,국수,칼국수,Korean,7500,3,1,3,면,0,1,1,77
김밥덕후,Gimbap Deokhu,Campus Town,황태해장국,Hwangtae haejang guk,Dried Pollack Hangover Soup,국물,해장국,Korean,7500,3,1,3,황태,0,1,1,78
남해바다,Namhae Bada,Campus Town,생우럭매운탕 중,Saeng ureong maeuntang M,Spicy Rock Fish Stew M,매운국물,매운탕,Korean,25000,3,1,4,생선,0,1,1,79
남해바다,Namhae Bada,Campus Town,모듬구이,Modeumgui,Assorted Roasted Seafood,해산물,생선구이,Korean,25000,3,1,2,생선,0,1,1,80
남해바다,Namhae Bada,Campus Town,삼치구이(점심),Samchigui,Grilled Scomberomorini (Lunch),생선구이,생선구이,Korean,10000,2,1,2,생선,0,1,1,81
남해바다,Namhae Bada,Campus Town,고등어구이(점심),Godeungeogui  ,Grilled Mackerel(Lunch),생선구이,생선구이,Korean,10000,2,1,2,생선,0,1,1,82
남해바다,Namhae Bada,Campus Town,가리비찜,Garibijjim,Steamed Scallop,해산물,생선찜,Korean,30000,3,1,2,해물,0,1,1,83
남해바다,Namhae Bada,Campus Town,알밥(점심),Albap,Fish Roe Rice Bowl (Lunch),밥류,알밥,Korean,7000,2,1,2,해산물,0,1,1,84
남해바다,Namhae Bada,Campus Town,해물알탕 중,Haemuraltang M,Seafood Roe Soup M,국물,알탕,Korean,25000,2,1,3,해산물,0,1,1,85
남해바다,Namhae Bada,Campus Town,알탕(점심),Altang,Fish Roe Soup(Lunch),국물,알탕,Korean,9000,2,1,3,해산물,0,1,1,86
남해바다,Namhae Bada,Campus Town,맑은 조개탕,Malgeun jogaetang,Clam Soup,국물,조개탕,Korean,20000,2,1,3,해산물,0,1,1,87
남해바다,Namhae Bada,Campus Town,활어초밥(점심),Hwareo chobap ,Fresh Fish Sushi(Lunch),초밥,초밥,Korean,10000,2,1,2,생선,0,1,1,88
남해바다,Namhae Bada,Campus Town,연어초밥(점심),Yeoneo chobap,Salmon Sushi(Lunch),초밥,초밥,Korean,10000,2,1,2,생선,0,1,1,89
남해바다,Namhae Bada,Campus Town,모듬초밥,Modeum chobap,Assorted Sushi(Lunch),초밥,초밥,Korean,10000,2,1,2,생선,0,1,1,90
남해바다,Namhae Bada,Campus Town,바지락칼국수(점심),Bajirak kalguksu,Clam Soup Noodles,국수,칼국수,Korean,7000,3,1,3,면,0,1,1,91
남해바다,Namhae Bada,Campus Town,해물칼국수(점심),Haemul kalguksu ,Seafood Soup Noodles,국수,칼국수,Korean,8000,3,1,3,면,0,1,1,92
남해바다,Namhae Bada,Campus Town,새우튀김,Saeu twigim,Fried Shrimp,해산물,튀김,Korean,15000,2,2,2,새우,0,1,1,93
남해바다,Namhae Bada,Campus Town,오징어튀김,Ojingeo twigim,Fried Squid,해산물,튀김,Korean,15000,2,2,2,오징어,0,1,1,94
남해바다,Namhae Bada,Campus Town,광어 소,Gwangeo S,Flatfish S,회,회,Korean,30000,1,1,2,생선,0,1,1,95
남해바다,Namhae Bada,Campus Town,우럭 소,Ureok S,Rockfish S,회,회,Korean,30000,1,1,2,생선,0,1,1,96
남해바다,Namhae Bada,Campus Town,연어 소,Yeoneo S,Salmon S,회,회,Korean,30000,1,1,2,생선,0,1,1,97
남해바다,Namhae Bada,Campus Town,광어+우럭 소,Gwangeo + ureok S,Flatfish+Rockfish Sashimi S,회,회,Korean,30000,1,1,2,생선,0,1,1,98
남해바다,Namhae Bada,Campus Town,광어+연어 소,Gwangeo + yeoneo S,Flatfish+Salmon Sashimi S,회,회,Korean,30000,1,1,2,생선,0,1,1,99
남해바다,Namhae Bada,Campus Town,우럭+연어 소,Ureok + yeoneo S,Rockfish+Salmon Sashimi S,회,회,Korean,30000,1,1,2,생선,0,1,1,100
남해바다,Namhae Bada,Campus Town,도미 중,Domi M,Snapper Sashimi M,회,회,Korean,50000,1,1,2,생선,0,1,1,101
남해바다,Namhae Bada,Campus Town,농어 중,Nongeo M,Bass Sashimi M,회,회,Korean,50000,1,1,2,생선,0,1,1,102
남해바다,Namhae Bada,Campus Town,놀래미 중,Nollaemi M,Hexagrammidae Sashimi M,회,회,Korean,50000,1,1,2,생선,0,1,1,103
남해바다,Namhae Bada,Campus Town,강도다리 중,Gangdodari M,Starry Flounder Sashimi M,회,회,Korean,50000,1,1,2,생선,0,1,1,104
남해바다,Namhae Bada,Campus Town,줄돔 중,Juldom M,Red Sea Bream Sashimi M,회,회,Korean,60000,1,1,2,생선,0,1,1,105
남해바다,Namhae Bada,Campus Town,감성돔 중,Gamseongdom M,Black Sea Bream Sashimi M,회,회,Korean,60000,1,1,2,생선,0,1,1,106
남해바다,Namhae Bada,Campus Town,찰광어 중,Chalgwangeo M,Turbot Sashimi M,회,회,Korean,60000,1,1,2,생선,0,1,1,107
남해바다,Namhae Bada,Campus Town,도다리회 세꼬시 소,Dodarihwae sekkosi S,Bone-In Sliced Flounder S,회,회,Korean,40000,1,1,2,생선,0,1,1,108
남해바다,Namhae Bada,Campus Town,쥐치 세꼬시 소,Jwichi sekkosi S,Bone-In Sliced Filefish S,회,회,Korean,40000,1,1,2,생선,0,1,1,109
남해바다,Namhae Bada,Campus Town,도다리+쥐치 소,Dodari + jwichi S,Flounder+Filefish S,회,회,Korean,40000,1,1,2,생선,0,1,1,110
남해바다,Namhae Bada,Campus Town,남해물회,Namhae mulhwae,Namhae Cold Raw Fish Soup,회,회,Korean,40000,1,1,3,생선,0,1,1,111
남해바다,Namhae Bada,Campus Town,오징어물회,Ojingeo mulhwae,Squid Cold Raw Fish Soup,회,회,Korean,25000,1,1,3,오징어,0,1,1,112
남해바다,Namhae Bada,Campus Town,일반물회,Ilban mulhwae,Cold Raw Fish Soup,회,회,Korean,15000,1,1,3,생선,0,1,1,113
남해바다,Namhae Bada,Campus Town,회무침,Hwaemuchim,Spicy Raw Fish Salad,회,회,Korean,25000,2,1,3,생선,0,1,1,114
남해바다,Namhae Bada,Campus Town,소라찜,Sorajjim,Steamed Conch,해산물,회,Korean,20000,1,1,2,소라,0,1,1,115
남해바다,Namhae Bada,Campus Town,모듬해산물,Modeum haesanmul,Assorted Seafood,해산물,회,Korean,40000,1,1,2,해산물,0,1,1,116
남해바다,Namhae Bada,Campus Town,회덮밥(점심),Hwae deopbap,Sashimi Bibimbap (Lunch),생선구이,회덮밥,Korean,10000,2,1,3,생선,0,1,1,117
노랑통닭 송도2호,Norangtongdak,Campus Town,"칼칼한 청양 치킨(오리지널,순살)","Kalkalhan cheongyang chicken (original, bonless)","Spicy Chili Fried Chicken (Original,Boneless)",고기,치킨,Korean,21000,3,1,4,닭고기,0,1,1,118
노랑통닭 송도2호,Norangtongdak,Campus Town,"칼칼한 청양 치킨(오리지널,뼈)","Kalkalhan cheongyang chicken (original, bone in)","Spicy Chili Fried Chicken (Original, Bone In)",고기,치킨,Korean,21000,3,1,4,닭고기,0,1,1,119
노랑통닭 송도2호,Norangtongdak,Campus Town,"뿌리노랑 치킨(오리지널,순살)","Ppurinorang chicken (original, bonless)","Ppuri Yellow Fried Chicken(Original,Boneless)",고기,치킨,Korean,21000,3,2,2,닭고기,0,1,1,120
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 후라이드 치킨(오리지널,순살)","Eomcheong keun fried chicken (original, bonless)","A Very Large Fried Chicken(Original,Boneless)",고기,치킨,Korean,18000,3,2,2,닭고기,0,1,1,121
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 후라이드 치킨(오리지널,뼈)","Eomcheong keun fried chicken (original, bone in)","A Very Large Fried Chicken(Original,Bone In)",고기,치킨,Korean,18000,3,2,2,닭고기,0,1,1,122
노랑통닭 송도2호,Norangtongdak,Campus Town,"알싸한 마늘 치킨(오리지널,순살)","Alssahan maneul chicken (original, bonless)","Garlic Fried Chicken(Original,Boneless)",고기,치킨,Korean,21000,3,2,3,닭고기,0,1,1,123
노랑통닭 송도2호,Norangtongdak,Campus Town,"알싸한 마늘 치킨(오리지널,뼈)","Alssahan maneul chicken (original, bone in)","Garlic Fried Chicken(Original,Bone In)",고기,치킨,Korean,21000,3,2,3,닭고기,0,1,1,124
노랑통닭 송도2호,Norangtongdak,Campus Town,"맵싸한 고추 치킨(오리지널,순살)","Maepssahan gochu chicken (original, bonless)","Chili Fried Chicken(Original,Boneless)",고기,치킨,Korean,20000,3,1,4,닭고기,0,1,1,125
노랑통닭 송도2호,Norangtongdak,Campus Town,"맵싸한 고추 치킨(오리지널,)","Maepssahan gochu chicken (original, bone in)","Chili Fried Chicken(Original,Bone In)",고기,치킨,Korean,20000,3,1,4,닭고기,0,1,1,126
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 양념 치킨(오리지널,순살)","Eomcheon keun yagnyeom chicken (original, boneless)","Seasoned Spicy Fried Chicken(Original,Boneless)",고기,치킨,Korean,20000,3,1,3,닭고기,0,1,1,127
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 양념 치킨(오리지널,뼈)","Eomcheon keun yagnyeom chicken (original, bone in)","Seasoned Spicy Fried Chicken(Original,Bone In )",고기,치킨,Korean,20000,3,1,3,닭고기,0,1,1,128
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 깐풍 치킨(오리지널,순살)","Eomcheon keun kkanpung chicken (original, boneless)","Chinese Chlil Fried Chicken(Original,Boneless)",고기,치킨,Korean,20000,3,2,3,닭고기,0,1,1,129
노랑통닭 송도2호,Norangtongdak,Campus Town,"엄청 큰 깐풍 치킨(오리지널,뼈)","Eomcheon keun kkanpung chicken (original, bone in)","Chinese Chlil Fried Chicken(Original,Bone In)",고기,치킨,Korean,20000,3,2,3,닭고기,0,1,1,130
노랑통닭 송도2호,Norangtongdak,Campus Town,"바삭 누룽지 치킨(오리지널,순살)","basak nurungji chicken (original, boneless)","Crispy Rice Fried Chicken(Original,Boneless)",고기,치킨,Korean,20000,3,2,2,닭고기,0,1,1,131
노랑통닭 송도2호,Norangtongdak,Campus Town,"바삭 누룽지 치킨(오리지널,뼈)","basak nurungji chicken (original, bone in)","Crispy Rice Fried Chicken(Original,Bone In)",고기,치킨,Korean,20000,3,2,2,닭고기,0,1,1,132
노랑통닭 송도2호,Norangtongdak,Campus Town,"파닭 후라이드 치킨(오리지널,순살)","Padak fried chicken (original, boneless)","Green Onion Fried Chicken(Original,Boneless)",고기,치킨,Korean,20000,3,2,3,닭고기,0,1,1,133
노랑통닭 송도2호,Norangtongdak,Campus Town,"파닭 후라이드 치킨(오리지널,)","Padak fried chicken (original, bone in)","Green Onion Fried Chicken(Original,Bone In)",고기,치킨,Korean,20000,3,2,3,닭고기,0,1,1,134
노랑통닭 송도2호,Norangtongdak,Campus Town,"간장 THE한 치킨(오리지널,순살)","Ganjang THE han chicken (original, boneless) ","Soy Sauce Fried Chicken(Original,Boneless)",고기,치킨,Korean,21000,4,2,2,닭고기,0,1,1,135
노랑통닭 송도2호,Norangtongdak,Campus Town,"간장 THE한 치킨(오리지널,뼈)","Ganjang THE han chicken (original, bone in) ","Soy Sauce Fried Chicken(Original,Bone In)",고기,치킨,Korean,21000,4,2,2,닭고기,0,1,1,136
노랑통닭 송도2호,Norangtongdak,Campus Town,"고추장 THE한 치킨(오리지널,순살)","Gochujang THE han chicken (original, boneless)","Gochujang Fried Chicken(Original,Boneless)",고기,치킨,Korean,21000,3,1,3,닭고기,0,1,1,137
노랑통닭 송도2호,Norangtongdak,Campus Town,"고추장 THE한 치킨(오리지널,뼈)","Gochujang THE han chicken (original, bone in)","Gochujang Fried Chicken(Original,Bone In)",고기,치킨,Korean,21000,3,1,3,닭고기,0,1,1,138
동대문엽기떡볶이 ,Dongdaemoon Yeopgi Tteokboki,Campus Town,주먹김밥,Jumeok gimbap,Rice Balls,밥류,김밥,Korean,2000,2,2,2,밥,1,1,1,139
동대문엽기떡볶이 ,Dongdaemoon Yeopgi Tteokboki,Campus Town,꿔바로우,Kkwobarou,Sweet and Sour Pork,튀김류,꿔바로우,Korean,5900,2,2,2,돼지고기,0,0,1,140
동대문엽기떡볶이 ,Dongdaemoon Yeopgi Tteokboki,Campus Town,엽기 무뼈닭발,Yeopgi Muppyeodakbal,Spicy Chicken Feet (No Bone),고기,닭발,Korean,15000,3,2,4,닭발,0,1,1,141
동대문엽기떡볶이 ,Dongdaemoon Yeopgi Tteokboki,Campus Town,엽기 국물닭발,Yeopgi Gungmul dakbal,Spicy Chicken Feet Soup (No Bone),고기,닭발,Korean,15000,3,2,4,닭발,0,1,1,142
